host_listings_count,accommodates,bathrooms,bedrooms,guests_included,minimum_nights,number_of_reviews,calculated_host_listings_count,price,latitude,longitude,room_type,instant_bookable
1.0,2,1.0,1.0,1,3,7,1,$130.00,52.3617211418,4.9094905305,Entire home/apt,f
2.0,6,2.5,5.0,6,2,19,1,$425.00,52.3730980481,4.9049089647,Entire home/apt,f
1.0,4,1.0,2.0,1,3,2,1,$200.00,52.3615203823,4.905935397,Entire home/apt,f
1.0,4,1.0,2.0,1,3,34,1,$120.00,52.370248903,4.9038756909,Entire home/apt,f
2.0,2,1.0,1.0,1,2,1,1,$135.00,52.3618552691,4.8894246904,Entire home/apt,f
2.0,2,1.0,1.0,1,2,10,2,$150.00,52.3703549759,4.9095856294,Entire home/apt,t
4.0,2,1.0,1.0,1,5,0,4,$139.00,52.3630033919,4.9071866814,Entire home/apt,f
1.0,2,1.0,1.0,1,2,132,1,$86.00,52.3669598598,4.9028125177,Private room,f
1.0,4,1.0,2.0,3,3,25,1,$155.00,52.3652425289,4.8812707253,Entire home/apt,f
1.0,1,1.0,1.0,1,2,1,1,$48.00,52.363141259,4.9086533188,Private room,f
2.0,4,1.0,2.0,1,3,143,2,$185.00,52.3711442387,4.9081638108,Entire home/apt,t
1.0,2,1.0,1.0,1,2,3,1,$140.00,52.361936891,4.8984742865,Entire home/apt,f
1.0,4,1.0,2.0,1,3,9,1,$175.00,52.3659379974,4.8980485816,Entire home/apt,f
11.0,4,1.5,1.0,2,7,16,9,$175.00,52.3623355116,4.8893905964,Entire home/apt,t
1.0,2,1.5,1.0,1,1,3,1,$112.00,52.3645477151,4.8968302925,Private room,f
1.0,2,1.0,1.0,1,2,43,1,$85.00,52.3632829469,4.9078678932,Entire home/apt,f
1.0,5,2.0,2.0,1,3,2,1,$250.00,52.3695442174,4.9096496473,Entire home/apt,f
103.0,3,1.5,2.0,1,2,0,91,$300.00,52.3628333012,4.9101548663,Entire home/apt,t
1.0,4,1.5,3.0,1,2,8,1,$190.00,52.3665392145,4.9205388362,Entire home/apt,f
1.0,2,1.0,1.0,1,2,6,1,$150.00,52.3585114343,4.8953717199,Entire home/apt,f
1.0,4,1.5,1.0,2,2,16,1,$225.00,52.3714916636,4.9049238146,Entire home/apt,f
6.0,3,1.0,1.0,2,1,5,6,$93.00,52.362551444,4.8969843279,Entire home/apt,t
1.0,2,1.0,1.0,1,1,1,1,$135.00,52.3724860347,4.9029021695,Private room,f
1.0,2,1.0,1.0,2,2,13,1,$185.00,52.3667295833,4.926454191,Entire home/apt,f
1.0,2,1.0,1.0,1,3,9,1,$150.00,52.3732525926,4.9063635438,Entire home/apt,f
1.0,2,1.0,1.0,2,2,17,1,$70.00,52.3693287159,4.9135369178,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$150.00,52.3624853953,4.9020408408,Entire home/apt,f
1.0,3,1.0,0.0,2,1,0,1,$98.00,52.3704120827,4.9293984543,Entire home/apt,t
1.0,4,1.5,1.0,3,2,45,1,$195.00,52.3610240524,4.8932057488,Entire home/apt,f
1.0,2,1.0,2.0,1,2,10,1,$160.00,52.3732610547,4.9075123505,Entire home/apt,f
1.0,2,1.0,1.0,1,4,1,1,$175.00,52.3630489447,4.9093871927,Entire home/apt,f
2.0,2,1.0,1.0,1,3,0,2,$125.00,52.3607391653,4.8943707369,Private room,t
106.0,4,1.0,0.0,2,3,0,50,$170.00,52.3607404706,4.8894685141,Private room,f
1.0,2,1.5,1.0,2,1,14,1,$125.00,52.3690248727,4.930996467,Entire home/apt,f
1.0,2,1.0,1.0,1,1,4,1,$64.00,52.3719703054,4.930198282,Entire home/apt,f
1.0,2,1.0,1.0,1,3,3,1,$120.00,52.3725190675,4.9220905137,Entire home/apt,f
1.0,4,1.0,1.0,2,3,24,1,$110.00,52.3700744733,4.9196038538,Entire home/apt,t
1.0,6,1.0,1.0,2,2,106,1,$180.00,52.3641652335,4.897744433,Entire home/apt,t
103.0,3,1.0,2.0,3,7,0,91,$135.00,52.3605833658,4.8975121927,Entire home/apt,t
1.0,2,1.0,1.0,1,3,8,1,$120.00,52.3624948247,4.9065410762,Entire home/apt,f
1.0,2,1.0,1.0,2,3,35,1,$95.00,52.3670184355,4.9284802668,Private room,f
1.0,2,1.0,2.0,2,2,4,1,$100.00,52.3691728493,4.919818363,Entire home/apt,f
1.0,4,1.0,2.0,1,2,142,1,$175.00,52.3674063905,4.9110556323,Private room,f
1.0,2,1.0,1.0,1,5,9,1,$130.00,52.3618702995,4.9017221204,Entire home/apt,f
2.0,4,1.0,2.0,1,3,22,2,$350.00,52.3655757904,4.9023177733,Entire home/apt,f
1.0,4,1.0,1.0,2,2,1,1,$275.00,52.3645143001,4.9000960759000005,Entire home/apt,f
1.0,2,1.0,0.0,1,2,16,1,$180.00,52.3651101017,4.9060569088,Entire home/apt,f
1.0,2,1.0,1.0,1,3,33,1,$110.00,52.3648893101,4.882181685,Entire home/apt,f
9.0,4,1.5,2.0,4,4,12,7,$273.00,52.362608907,4.896105479,Entire home/apt,f
2.0,8,1.0,4.0,1,2,4,2,$400.00,52.3614426084,4.9086069551,Private room,f
1.0,2,1.0,1.0,1,2,10,1,$155.00,52.3662186148,4.9116897862,Entire home/apt,f
1.0,4,1.0,3.0,1,3,3,1,$143.00,52.3609162512,4.8895757612,Entire home/apt,f
1.0,4,1.0,2.0,1,5,2,1,$175.00,52.3651840255,4.9093547716,Entire home/apt,f
1.0,4,2.0,4.0,4,2,26,1,$499.00,52.3608098005,4.892604945,Entire home/apt,f
3.0,2,1.0,1.0,3,2,72,3,$98.00,52.3716507918,4.9016094227,Private room,t
1.0,2,1.0,1.0,1,1,5,1,$60.00,52.3741318165,4.9240445787,Private room,f
3.0,6,1.0,2.0,4,1,61,3,$137.00,52.35972807,4.8898380079,Private room,f
1.0,2,1.0,1.0,1,3,0,1,$175.00,52.3643477791,4.895731605,Entire home/apt,f
2.0,2,1.0,1.0,1,4,0,2,$100.00,52.3732881976,4.9064165024,Entire home/apt,f
1.0,2,1.0,1.0,1,1,13,1,$104.00,52.362277952,4.8909361696,Entire home/apt,f
1.0,1,1.0,1.0,1,3,4,1,$38.00,52.3726959796,4.9036462987,Private room,f
1.0,4,1.0,2.0,2,2,0,1,$145.00,52.3710128043,4.9041459628,Entire home/apt,f
2.0,2,1.0,1.0,1,1,3,2,$120.00,52.3683426648,4.9261000086,Entire home/apt,f
1.0,2,1.0,1.0,2,2,25,1,$125.00,52.363728901100004,4.9089671017,Entire home/apt,f
1.0,2,1.0,1.0,1,2,0,1,$100.00,52.3696433204,4.9164861811,Entire home/apt,t
1.0,2,1.0,1.0,1,2,4,1,$99.00,52.3620713576,4.893261074,Private room,f
1.0,4,2.5,2.0,1,1,0,1,$200.00,52.3624886608,4.8890109178,Entire home/apt,f
3.0,2,1.0,1.0,1,1,23,3,$95.00,52.363726732,4.8900805237,Private room,t
2.0,2,1.0,0.0,1,2,25,2,$108.00,52.3709749205,4.9010580399,Private room,f
3.0,6,2.0,3.0,1,1,4,3,$250.00,52.3658520318,4.8969946224,Entire home/apt,f
4.0,2,1.0,0.0,1,2,6,4,$59.00,52.3641656501,4.8850193968,Private room,t
27.0,4,3.0,3.0,2,2,3,25,$300.00,52.3701767145,4.9093056915,Entire home/apt,t
1.0,2,1.0,0.0,1,1,12,1,$125.00,52.3634281276,4.885978136,Entire home/apt,f
1.0,5,1.5,2.0,1,3,12,1,$168.00,52.3686153623,4.9098096253,Entire home/apt,f
1.0,2,1.0,1.0,2,2,17,1,$149.00,52.3633786575,4.9075974168,Entire home/apt,f
4.0,4,1.5,2.0,2,3,0,4,$150.00,52.361944264,4.8870291461,Entire home/apt,t
1.0,4,1.0,0.0,1,2,4,1,$109.00,52.3623236385,4.8959177536,Entire home/apt,t
1.0,2,1.0,1.0,1,2,0,1,$129.00,52.3646557967,4.914560682,Entire home/apt,f
1.0,2,1.0,1.0,2,1,1,1,$249.00,52.3610411418,4.8967749336,Entire home/apt,f
1.0,4,1.0,1.0,2,1,0,1,$150.00,52.3596812872,4.8940190044000005,Entire home/apt,t
1.0,3,1.0,1.0,2,3,35,1,$119.00,52.3605369506,4.9009320059,Private room,f
103.0,4,1.0,1.0,3,1,25,91,$250.00,52.3741710997,4.904565925,Entire home/apt,t
1.0,3,1.0,1.0,1,3,22,1,$90.00,52.363820591,4.8951753211,Private room,f
3.0,2,1.0,1.0,2,2,10,4,$250.00,52.3722055763,4.9008181576,Private room,t
4.0,4,1.0,1.0,4,2,5,2,$150.00,52.3629080171,4.8843999192,Private room,t
2.0,2,1.0,1.0,1,2,4,2,$80.00,52.3674799703,4.9263673808,Private room,f
1.0,2,1.0,0.0,1,2,115,1,$130.00,52.3616294538,4.8882467872,Entire home/apt,t
1.0,2,1.0,1.0,2,10,70,1,$110.00,52.3722552691,4.9019095755,Entire home/apt,f
1.0,4,2.0,4.0,4,3,15,1,$250.00,52.3749894505,4.9163060219,Entire home/apt,f
1.0,5,2.0,3.0,2,2,29,1,$127.00,52.3693767382,4.9163651922,Entire home/apt,f
1.0,2,1.0,1.0,1,3,23,1,$69.00,52.3718047971,4.9240725812,Private room,f
1.0,2,1.0,1.0,1,2,5,1,$180.00,52.3644117599,4.8898176274,Entire home/apt,f
1.0,2,1.0,1.0,1,3,4,1,$150.00,52.3725885778,4.9051730823,Entire home/apt,f
1.0,2,1.0,1.0,2,3,245,1,$80.00,52.3641358343,4.8810735698,Private room,f
103.0,4,1.0,0.0,2,2,24,91,$125.00,52.3705224231,4.9199622738,Entire home/apt,t
1.0,4,1.0,1.0,2,2,32,1,$179.00,52.3749072612,4.902051764,Entire home/apt,f
3.0,6,1.0,2.0,4,1,3,3,$187.00,52.36160958,4.8891108726,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$145.00,52.3670190688,4.9135145877,Entire home/apt,f
1.0,3,1.0,2.0,1,2,1,1,$130.00,52.3707389859,4.9249850201,Entire home/apt,f
106.0,2,1.0,1.0,1,3,4,50,$129.00,52.3607020452,4.8891183468,Entire home/apt,f
1.0,2,1.0,1.0,1,2,8,1,$150.00,52.3659554476,4.9058373542,Entire home/apt,f
1.0,4,1.0,2.0,1,3,0,1,$375.00,52.3633800011,4.8990478682,Entire home/apt,f
1.0,2,1.0,2.0,2,5,6,1,$110.00,52.3622967882,4.9049210213,Entire home/apt,f
1.0,4,1.5,1.0,1,3,37,1,$249.00,52.3636057245,4.8895271065,Shared room,t
1.0,4,1.0,2.0,1,2,10,1,$210.00,52.3691347795,4.9114489419,Entire home/apt,f
2.0,2,1.0,1.0,1,4,1,2,$189.00,52.3711785116,4.8995352262,Entire home/apt,f
5.0,2,1.0,1.0,1,1,0,3,$113.00,52.3608433779,4.8932192463,Shared room,t
2.0,4,1.0,2.0,2,1,5,2,$110.00,52.3673633509,4.9124911623,Entire home/apt,f
2.0,4,1.5,1.0,2,4,33,2,$175.00,52.3706825412,4.8986975245,Entire home/apt,f
1.0,4,1.0,1.0,2,2,43,1,$120.00,52.3646604391,4.8831907549,Entire home/apt,t
3.0,4,1.0,2.0,4,2,15,2,$240.00,52.3711978663,4.9118633691,Entire home/apt,t
4.0,2,1.0,1.0,1,2,9,4,$59.00,52.3637544612,4.8851053313,Private room,t
1.0,4,1.0,2.0,1,7,3,1,$650.00,52.3684266364,4.9314633755,Entire home/apt,t
2.0,2,1.0,0.0,1,4,3,2,$105.00,52.3672397932,4.9031239321,Entire home/apt,t
3.0,2,1.0,1.0,1,9,1,2,$145.00,52.3644519674,4.9000812476,Entire home/apt,f
29.0,2,1.0,0.0,1,2,1,28,$91.00,52.3666358934,4.9027415736,Entire home/apt,f
1.0,2,1.0,1.0,1,7,3,1,$160.00,52.3612671268,4.8926574188,Entire home/apt,f
1.0,2,1.0,1.0,1,4,3,1,$85.00,52.3637500152,4.9178689991999995,Private room,t
4.0,4,1.0,2.0,2,7,8,4,$100.00,52.3654097541,4.8831529958,Private room,t
106.0,4,2.0,3.0,2,3,0,50,$180.00,52.3615974853,4.8910255062,Entire home/apt,f
3.0,2,1.0,1.0,1,1,23,3,$95.00,52.3626369327,4.8897689096,Private room,t
1.0,2,1.0,1.0,2,3,11,1,$119.00,52.3696800273,4.9245319188,Entire home/apt,f
1.0,5,1.0,2.0,1,2,2,1,$130.00,52.3769817144,4.9083426293,Entire home/apt,f
1.0,3,1.0,1.0,2,2,4,1,$190.00,52.3620819756,4.9040035303,Entire home/apt,f
2.0,2,1.0,1.0,1,1,72,2,$99.00,52.3623894432,4.8836818966,Private room,f
1.0,4,1.0,2.0,2,2,41,1,$125.00,52.3682129599,4.9185943695,Entire home/apt,f
2.0,2,1.0,1.0,1,1,6,2,$95.00,52.3714590158,4.9079352665,Entire home/apt,t
1.0,4,1.0,2.0,2,2,1,1,$175.00,52.3644283398,4.8946719484,Entire home/apt,f
2.0,2,1.0,1.0,2,1,155,2,$80.00,52.3650870268,4.8935410078,Private room,f
1.0,2,1.0,1.0,1,3,13,1,$70.00,52.3752521002,4.9033292704,Entire home/apt,f
4.0,4,1.0,1.0,1,1,2,4,$59.00,52.3726330007,4.901437602,Private room,t
1.0,4,1.0,2.0,2,2,1,1,$160.00,52.3641458738,4.8846634238,Entire home/apt,f
2.0,4,2.0,2.0,2,3,10,2,$200.00,52.3663301432,4.9031684322,Entire home/apt,f
1.0,5,2.0,4.0,4,2,16,1,$350.00,52.3643152922,4.8832621514,Entire home/apt,f
1.0,4,1.0,2.0,2,2,27,1,$150.00,52.3725890889,4.9007994003,Entire home/apt,f
1.0,2,1.0,0.0,1,5,24,1,$120.00,52.3612541626,4.8922446694,Entire home/apt,f
1.0,4,1.5,2.0,1,2,7,1,$209.00,52.3702188538,4.9042991551,Entire home/apt,t
1.0,2,1.0,0.0,1,4,22,1,$129.00,52.3635744099,4.9085157911,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$125.00,52.362391708,4.8904016861,Entire home/apt,f
1.0,4,1.0,1.0,2,1,49,1,$199.00,52.3697805966,4.9081715584,Entire home/apt,t
2.0,4,1.0,2.0,2,2,0,2,$185.00,52.3636162144,4.8960626431000005,Entire home/apt,t
2.0,2,1.0,1.0,1,1,159,2,$95.00,52.3653480324,4.8921361649,Private room,t
1.0,2,1.0,1.0,1,5,8,1,$120.00,52.3690985491,4.9183412936,Entire home/apt,f
1.0,2,1.0,1.0,1,2,97,1,$139.00,52.3658668282,4.8914439661,Entire home/apt,f
3.0,2,1.0,1.0,1,2,32,3,$110.00,52.3656539232,4.8830228198,Entire home/apt,f
2.0,3,1.0,1.0,2,2,6,1,$195.00,52.3679918564,4.907143553,Entire home/apt,f
2.0,4,1.5,2.0,2,6,2,2,$250.00,52.3683812692,4.9080283447,Entire home/apt,f
1.0,2,0.0,1.0,2,4,15,1,$83.00,52.3596131803,4.8942411466,Private room,f
1.0,2,1.0,1.0,1,2,14,1,$245.00,52.3770008393,4.9065381773,Entire home/apt,f
2.0,4,2.0,2.0,1,3,0,1,$400.00,52.3620683079,4.9019180251000005,Entire home/apt,f
1.0,2,1.0,1.0,1,1,268,1,$90.00,52.3649504248,4.9098380455,Private room,f
1.0,2,1.0,1.0,2,2,122,1,$100.00,52.364087743,4.922077786,Private room,f
1.0,2,1.0,1.0,1,2,2,1,$125.00,52.3710704194,4.9249610641,Private room,t
1.0,2,1.0,1.0,1,3,11,1,$180.00,52.3707152806,4.9040940212,Entire home/apt,f
1.0,2,1.0,1.0,1,3,7,1,$121.00,52.3631747622,4.9114148841,Entire home/apt,f
1.0,2,1.0,1.0,1,2,23,1,$90.00,52.3648908046,4.9207989313,Entire home/apt,f
1.0,4,1.0,1.0,1,2,21,1,$179.00,52.3653736603,4.886311723,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$195.00,52.3631887138,4.9013122273,Entire home/apt,f
3.0,2,1.0,1.0,1,3,39,3,$129.00,52.3678210581,4.8974062003,Entire home/apt,f
43.0,2,1.5,1.0,1,2,9,38,$159.00,52.3619132532,4.9022457876,Entire home/apt,f
1.0,6,1.0,2.0,1,1,20,1,$150.00,52.3673946511,4.9115461862,Entire home/apt,t
1.0,3,1.5,1.0,1,30,12,1,$150.00,52.3599652618,4.8928369451,Entire home/apt,f
1.0,2,1.0,0.0,1,1,1,1,$106.00,52.3699361686,4.9315442907,Entire home/apt,f
2.0,2,1.0,1.0,1,2,1,1,$137.00,52.3618355711,4.9006317276,Entire home/apt,f
4.0,4,1.5,1.0,2,2,58,4,$147.00,52.3656322802,4.8833002077,Private room,f
1.0,2,1.0,1.0,1,1,3,1,$55.00,52.3671509212,4.9256513071,Private room,f
2.0,3,1.0,1.0,2,3,7,2,$150.00,52.3634468115,4.8848906568,Private room,f
1.0,4,1.0,2.0,2,3,1,1,$250.00,52.3648220898,4.8959028207,Entire home/apt,f
1.0,2,1.5,1.0,1,1,8,1,$140.00,52.3648637009,4.8824480318,Entire home/apt,f
2.0,2,1.0,1.0,1,2,11,1,$145.00,52.3602063956,4.892463098,Entire home/apt,f
2.0,1,1.0,1.0,1,2,11,2,$50.00,52.3684008308,4.9067429211,Private room,t
1.0,2,1.0,1.0,1,1,11,1,$70.00,52.3700807403,4.9300080259,Private room,f
2.0,4,1.0,3.0,5,3,41,1,$299.00,52.3640157057,4.8875789378,Entire home/apt,f
3.0,2,1.0,1.0,1,1,0,3,$97.00,52.3677553183,4.8970421617,Private room,f
1.0,2,1.0,1.0,1,1,4,1,$140.00,52.3614272115,4.8918525774,Entire home/apt,t
1.0,5,1.5,3.0,2,3,45,1,$150.00,52.3765826055,4.9125600006,Entire home/apt,f
16.0,4,1.0,3.0,1,2,2,15,$149.00,52.364180343,4.8880100061,Entire home/apt,t
1.0,2,1.0,1.0,1,1,0,1,$125.00,52.3638426069,4.9008854989,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$130.00,52.364179568,4.8842798494,Entire home/apt,f
1.0,2,1.0,1.0,1,1,17,1,$50.00,52.3730458405,4.9037272593,Shared room,f
43.0,4,1.5,2.0,1,3,11,38,$249.00,52.3593227091,4.8937077372,Entire home/apt,t
1.0,5,1.5,3.0,2,2,8,1,$149.00,52.3597290003,4.8936463736,Entire home/apt,f
1.0,3,1.0,1.0,1,1,0,1,$110.00,52.365587194,4.8822427357,Entire home/apt,f
1.0,4,1.0,1.0,2,3,0,1,$149.00,52.3758431067,4.9031793748,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$125.00,52.3720106861,4.9063522966,Entire home/apt,f
1.0,4,1.0,0.0,2,2,6,1,$140.00,52.366506653,4.902531509,Entire home/apt,f
27.0,4,2.5,4.0,2,2,18,25,$300.00,52.3708350059,4.8995063033,Entire home/apt,t
1.0,2,1.0,1.0,1,2,54,1,$100.00,52.3692053002,4.9176702188,Entire home/apt,f
4.0,4,1.0,2.0,2,7,2,4,$95.00,52.3650723972,4.8839630696,Private room,t
1.0,1,1.0,1.0,1,5,24,1,$72.00,52.3678361318,4.9040062215999995,Entire home/apt,t
1.0,2,1.0,0.0,1,2,14,1,$225.00,52.3615278217,4.8969408702,Entire home/apt,f
1.0,4,1.0,2.0,2,3,19,1,$149.00,52.3655237777,4.9221376186,Entire home/apt,f
2.0,2,1.0,0.0,1,3,26,2,$117.00,52.3716008052,4.9027559968,Entire home/apt,f
103.0,4,1.5,2.0,1,2,21,91,$450.00,52.3649324394,4.8852592636,Entire home/apt,t
1.0,1,1.0,1.0,1,3,13,1,$245.00,52.3736395647,4.9066170309,Entire home/apt,t
2.0,4,1.0,2.0,1,3,1,2,$155.00,52.3636474403,4.8820209534,Entire home/apt,f
1.0,2,1.0,1.0,1,7,7,1,$90.00,52.3622780641,4.9079534725,Entire home/apt,f
9.0,4,1.0,2.0,2,7,12,9,$120.00,52.3642731376,4.9003604702,Private room,f
2.0,3,1.0,1.0,2,3,19,1,$195.00,52.3591591086,4.8973945604,Entire home/apt,f
2.0,4,1.5,2.0,2,2,32,2,$250.00,52.3659600969,4.8924673207,Entire home/apt,f
1.0,4,1.0,2.0,2,3,49,1,$170.00,52.3696662178,4.8977656517,Entire home/apt,f
1.0,2,1.0,1.0,1,2,0,1,$175.00,52.368848281,4.924279424,Entire home/apt,f
2.0,2,1.0,1.0,1,3,360,1,$95.00,52.3608711797,4.8955906497,Private room,t
1.0,2,1.0,1.0,1,1,36,1,$119.00,52.3722578423,4.9041106518,Private room,f
1.0,2,1.0,0.0,1,2,100,1,$87.00,52.3626376144,4.9010732191,Entire home/apt,f
1.0,2,1.0,1.0,1,1,0,1,$75.00,52.3618956077,4.88438058,Private room,f
1.0,2,1.0,1.0,1,1,0,1,$98.00,52.3737072852,4.9022251621,Entire home/apt,f
1.0,2,1.0,1.0,1,3,4,1,$125.00,52.3711729638,4.9036530369,Entire home/apt,f
1.0,4,1.0,1.0,2,2,23,1,$130.00,52.3679749378,4.9237138726000005,Entire home/apt,f
1.0,2,1.0,1.0,2,2,49,1,$225.00,52.3710061934,4.903537307,Entire home/apt,f
27.0,12,1.5,3.0,8,2,4,25,$490.00,52.3741011304,4.9029697711,Entire home/apt,t
5.0,4,1.5,2.0,1,2,5,3,$675.00,52.3624380181,4.8945598031,Entire home/apt,f
2.0,2,1.0,1.0,1,90,56,2,$80.00,52.364593667,4.8843814882,Private room,f
43.0,4,1.5,2.0,2,7,63,42,$150.00,52.363801768,4.890154369,Private room,f
1.0,2,1.0,1.0,1,4,34,1,$120.00,52.3602805824,4.8936339579,Entire home/apt,f
2.0,2,1.0,1.0,1,2,0,1,$200.00,52.3626806582,4.9096552496,Entire home/apt,t
1.0,4,1.0,2.0,1,3,2,1,$200.00,52.36190355,4.9050163377,Entire home/apt,t
1.0,4,1.5,1.0,1,2,4,1,$200.00,52.3684072552,4.9162667066,Private room,f
1.0,4,1.0,2.0,1,1,0,1,$259.00,52.3674867963,4.9089630179,Entire home/apt,f
2.0,2,1.0,1.0,1,2,9,2,$199.00,52.3643673773,4.8976689229,Entire home/apt,f
2.0,2,1.0,1.0,1,2,7,2,$95.00,52.3635394066,4.9034184928,Private room,f
2.0,2,2.0,1.0,1,2,8,2,$120.00,52.3749715806,4.9070246938,Private room,f
1.0,6,1.0,3.0,2,1,117,1,$149.00,52.3617053822,4.8858983165000005,Entire home/apt,f
1.0,4,1.0,3.0,2,3,2,1,$162.00,52.3678224904,4.9281114289,Entire home/apt,t
1.0,4,1.0,2.0,2,3,6,1,$150.00,52.3594566936,4.8935570729,Entire home/apt,f
1.0,2,1.0,1.0,1,5,1,1,$120.00,52.3717386756,4.9088149126000005,Entire home/apt,f
2.0,2,1.0,1.0,1,2,23,2,$100.00,52.3706023816,4.9001455152,Private room,t
1.0,4,1.5,3.0,1,4,27,1,$800.00,52.3612181728,4.9094092676,Entire home/apt,f
2.0,4,1.0,2.0,2,1,41,1,$249.00,52.3606731545,4.8978625355,Entire home/apt,f
2.0,6,1.5,3.0,6,2,19,1,$275.00,52.3706270042,4.9305909797,Entire home/apt,f
1.0,2,1.0,1.0,2,5,4,1,$80.00,52.3671968845,4.9270335726,Entire home/apt,f
2.0,2,1.0,1.0,2,3,7,1,$75.00,52.3648385004,4.9086216490000005,Entire home/apt,t
103.0,4,1.5,2.0,2,3,19,91,$150.00,52.3599959023,4.9060435808000005,Entire home/apt,t
1.0,4,1.0,1.0,2,3,25,1,$119.00,52.3688913925,4.9249529145,Entire home/apt,f
2.0,3,1.0,1.0,1,3,18,2,$135.00,52.370424207,4.9089449477,Entire home/apt,t
2.0,2,1.0,1.0,1,2,0,1,$175.00,52.3739135581,4.9051029444,Entire home/apt,f
1.0,2,1.0,0.0,1,2,4,1,$100.00,52.3628776004,4.9089672508,Entire home/apt,t
2.0,4,1.0,0.0,2,2,61,2,$130.00,52.3641464946,4.8854840809,Private room,f
1.0,2,0.5,1.0,1,1,58,1,$55.00,52.3600936138,4.9028564309,Entire home/apt,f
2.0,2,1.0,1.0,1,2,0,2,$95.00,52.3627656862,4.8863005832,Entire home/apt,t
3.0,2,1.0,1.0,1,2,47,3,$77.00,52.3717549876,4.9006955938,Private room,t
1.0,2,1.0,0.0,1,2,18,1,$85.00,52.3598215257,4.8970694615,Entire home/apt,f
1.0,3,1.0,1.0,2,2,17,1,$140.00,52.3637160013,4.9054840724,Entire home/apt,f
1.0,4,1.0,2.0,2,6,3,1,$200.00,52.363968781,4.9085635538,Entire home/apt,f
1.0,4,1.5,2.0,2,2,15,1,$120.00,52.3708580673,4.9319927375,Entire home/apt,f
1.0,2,1.0,1.0,1,1,25,1,$220.00,52.3629752574,4.8842574179,Entire home/apt,f
1.0,2,1.0,1.0,1,3,1,1,$129.00,52.3618336285,4.9079573834,Entire home/apt,f
1.0,2,1.0,1.0,1,1,5,1,$55.00,52.3670028982,4.9255597132,Private room,f
2.0,4,1.0,2.0,2,1,331,2,$140.00,52.3669217427,4.9006556257,Entire home/apt,f
1.0,4,1.5,0.0,2,2,141,1,$159.00,52.3724076899,4.9038658546,Private room,t
1.0,4,1.0,1.0,2,1,9,1,$175.00,52.3643191539,4.9031074477,Private room,f
3.0,2,1.0,1.0,1,2,67,3,$58.00,52.36392925,4.8981803352,Private room,f
1.0,6,1.0,3.0,1,2,19,1,$420.00,52.3616252606,4.8892502958,Entire home/apt,f
3.0,4,1.0,2.0,2,2,88,3,$115.00,52.371015879,4.9306169863000004,Private room,f
1.0,2,1.0,0.0,1,2,4,1,$99.00,52.3696836907,4.9135557683,Entire home/apt,t
1.0,2,1.0,1.0,1,2,8,1,$130.00,52.3644566813,4.8887065977,Entire home/apt,f
1.0,4,1.0,2.0,1,2,23,1,$238.00,52.3737819296,4.9056329142,Entire home/apt,f
1.0,4,3.0,6.0,1,7,28,1,$385.00,52.363670454,4.8861483067,Private room,t
2.0,4,1.0,2.0,1,6,3,1,$275.00,52.3681364429,4.9214313574,Entire home/apt,f
3.0,2,1.0,1.0,1,1,10,2,$195.00,52.3658349029,4.8974555623,Entire home/apt,f
1.0,4,1.0,2.0,1,1,4,1,$250.00,52.3642055378,4.8847692552,Entire home/apt,f
1.0,2,1.0,1.0,1,2,3,1,$210.00,52.3611054516,4.8918886735000005,Entire home/apt,f
1.0,4,1.5,2.0,1,1,2,1,$100.00,52.3630703111,4.9073163152,Entire home/apt,f
1.0,2,1.0,1.0,1,2,217,1,$110.00,52.3642159902,4.9076797536,Private room,f
2.0,4,1.0,1.0,2,2,0,2,$200.00,52.371425088,4.907523333,Entire home/apt,f
2.0,2,1.0,1.0,1,2,12,2,$175.00,52.3662146313,4.8999182377,Entire home/apt,f
1.0,2,1.0,0.0,1,1,4,1,$110.00,52.3702430353,4.9069317183,Entire home/apt,f
1.0,2,1.0,1.0,1,1,12,1,$75.00,52.363123642,4.9113841847,Private room,t
2.0,2,1.0,1.0,1,1,4,2,$125.00,52.3626426123,4.8999217662,Private room,f
29.0,4,1.0,2.0,1,3,0,28,$219.00,52.3685611948,4.9038289101,Entire home/apt,f
3.0,2,1.0,1.0,1,2,86,3,$35.00,52.3635732265,4.8988233342,Private room,f
1.0,2,1.0,1.0,1,3,0,1,$125.00,52.3686696593,4.9288001691000005,Entire home/apt,f
1.0,2,1.0,1.0,1,2,18,1,$80.00,52.3709565285,4.9204023224,Entire home/apt,f
1.0,2,1.0,1.0,1,6,13,1,$85.00,52.3659487673,4.9062817295,Private room,f
1.0,2,1.5,1.0,1,2,21,1,$150.00,52.3657131911,4.8830137668999996,Entire home/apt,f
3.0,4,1.0,2.0,2,3,80,3,$175.00,52.3636777259,4.893803119,Private room,f
1.0,2,1.0,1.0,1,2,86,1,$90.00,52.3671561004,4.9268984143,Private room,t
3.0,4,2.5,4.0,1,7,21,3,$240.00,52.3657111212,4.8953977336,Entire home/apt,f
1.0,1,1.0,1.0,1,1,0,1,$100.00,52.3711503167,4.922246542,Private room,f
