host_listings_count,accommodates,bathrooms,bedrooms,guests_included,minimum_nights,number_of_reviews,calculated_host_listings_count,price,latitude,longitude,room_type,instant_bookable
1.0,2,1.0,1.0,2,2,4,1,$140.00,52.3771972782,4.8706607144,Entire home/apt,f
1.0,2,1.0,1.0,1,3,11,1,$120.00,52.3847949329,4.8709772633,Entire home/apt,f
1.0,3,1.0,2.0,2,1,2,1,$89.00,52.3912036248,4.876163581,Entire home/apt,f
1.0,4,1.0,3.0,4,2,17,1,$162.00,52.3808178098,4.8692627472000005,Entire home/apt,f
1.0,4,1.5,2.0,2,1,3,1,$170.00,52.3793444105,4.8701485252,Entire home/apt,f
1.0,2,1.0,1.0,1,3,5,1,$74.00,52.3813338681,4.8706602203,Entire home/apt,f
1.0,4,1.0,2.0,2,3,5,1,$110.00,52.3894339074,4.8841906683000005,Entire home/apt,f
1.0,4,1.0,1.0,2,1,87,1,$188.00,52.3844846919,4.8711619204000005,Entire home/apt,f
1.0,2,1.0,1.0,2,3,14,1,$85.00,52.379438543,4.8700080149,Entire home/apt,f
1.0,4,1.0,3.0,1,3,5,1,$175.00,52.3824492225,4.8770774636,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$140.00,52.3887093992,4.8883783775000005,Entire home/apt,f
25.0,4,1.0,1.0,1,3,12,25,$99.00,52.3849378797,4.8724373687,Entire home/apt,t
1.0,2,1.0,1.0,1,2,11,1,$140.00,52.3771107924,4.8746673141,Entire home/apt,f
1.0,2,1.0,0.0,1,3,6,1,$65.00,52.3849721705,4.8787927613,Private room,f
1.0,5,1.0,2.0,2,1,5,1,$150.00,52.3863847951,4.8812150875,Entire home/apt,f
1.0,2,1.0,1.0,2,2,69,1,$65.00,52.3847973358,4.8772570481,Entire home/apt,f
5.0,4,1.0,2.0,2,2,71,1,$80.00,52.3893355401,4.8831980482,Private room,f
1.0,2,1.0,1.0,1,2,95,1,$73.00,52.3777064432,4.8740166043,Private room,f
32.0,2,1.0,1.0,1,2,3,29,$79.00,52.3895675205,4.8779281316,Entire home/apt,t
1.0,2,1.0,1.0,1,2,5,1,$90.00,52.3874834075,4.8810575778,Entire home/apt,f
1.0,3,1.0,1.0,1,2,4,1,$129.00,52.3773602535,4.8759967456,Entire home/apt,t
3.0,4,1.0,2.0,4,3,22,3,$298.00,52.3820051698,4.8756298995,Entire home/apt,f
3.0,4,1.0,2.0,1,1,0,3,$130.00,52.3736358077,4.8666963467,Entire home/apt,f
1.0,2,1.0,1.0,1,2,11,1,$90.00,52.3885490089,4.8878747044,Entire home/apt,f
3.0,2,1.0,1.0,2,1,20,3,$119.00,52.3793191952,4.8687310268,Private room,f
1.0,3,1.0,1.0,2,2,0,1,$225.00,52.3891522964,4.8894070167,Entire home/apt,f
1.0,2,1.0,0.0,1,2,0,1,$100.00,52.3854191172,4.8792522038,Entire home/apt,f
1.0,2,1.0,1.0,2,2,22,1,$125.00,52.3825688641,4.8756547235,Entire home/apt,f
2.0,2,1.5,1.0,1,2,9,2,$50.00,52.3805137221,4.8683566073,Private room,t
1.0,4,1.0,2.0,4,2,21,1,$200.00,52.3871856606,4.8812295834,Entire home/apt,f
1.0,2,1.0,1.0,1,2,125,1,$120.00,52.3907459189,4.8916945717,Private room,t
15.0,4,1.5,3.0,1,3,17,11,$220.00,52.3753539187,4.8706587184,Entire home/apt,f
1.0,2,1.0,1.0,1,2,20,1,$95.00,52.3895168243,4.8762496302,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$89.00,52.3810886115,4.8776105814,Private room,f
1.0,2,1.0,0.0,1,2,0,1,$85.00,52.390087547,4.8867505921,Entire home/apt,f
32.0,2,1.0,1.0,1,2,0,29,$79.00,52.3822906468,4.8696537095,Entire home/apt,t
1.0,4,1.0,2.0,1,2,1,1,$150.00,52.3902069227,4.8756891291,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$75.00,52.3897425542,4.8771762434,Entire home/apt,f
1.0,2,1.0,1.0,1,3,15,1,$99.00,52.3852720937,4.8743460618,Entire home/apt,f
1.0,2,1.0,1.0,1,3,12,1,$109.00,52.3845850878,4.8739847881,Entire home/apt,f
1.0,2,1.0,1.0,1,3,12,1,$125.00,52.3817588856,4.8737797399,Entire home/apt,f
4.0,2,1.0,1.0,1,1,0,4,$79.00,52.3769513641,4.8735690885,Private room,f
1.0,4,1.0,2.0,1,2,23,1,$150.00,52.3895797384,4.8846623856,Entire home/apt,f
1.0,2,1.0,1.0,1,4,36,1,$95.00,52.3750878956,4.8743957026,Entire home/apt,f
1.0,2,1.0,1.0,1,2,26,1,$90.00,52.3887439327,4.8851420897,Entire home/apt,f
2.0,2,1.0,2.0,1,1,0,1,$90.00,52.382744801,4.8778782821,Entire home/apt,f
1.0,2,1.0,1.0,1,3,14,1,$79.00,52.3910728729,4.8817851144,Entire home/apt,f
2.0,4,1.0,2.0,2,2,2,1,$150.00,52.3797248509,4.8778635308,Entire home/apt,t
1.0,2,1.0,1.0,1,3,1,1,$195.00,52.3844244398,4.871311501,Entire home/apt,f
3.0,2,1.0,1.0,1,3,27,1,$125.00,52.3915038518,4.8740893479,Entire home/apt,f
1.0,2,1.0,1.0,1,5,1,1,$100.00,52.3821419129,4.8689541613,Entire home/apt,f
1.0,2,1.0,1.0,1,5,20,1,$95.00,52.3739366634,4.8750051364,Entire home/apt,f
1.0,4,1.0,2.0,1,2,2,1,$200.00,52.3839987192,4.879268178,Entire home/apt,f
1.0,4,1.5,2.0,2,2,3,1,$150.00,52.3749773949,4.8727669387,Entire home/apt,t
1.0,2,1.0,1.0,1,15,23,1,$75.00,52.3746795035,4.8731816359,Entire home/apt,f
1.0,4,1.5,2.0,2,2,2,1,$130.00,52.3796837174,4.8753169008,Entire home/apt,f
1.0,4,1.0,1.0,2,5,100,1,$260.00,52.3747180466,4.8723299381,Entire home/apt,f
1.0,4,1.0,2.0,2,1,5,1,$180.00,52.3743895235,4.8696902415,Entire home/apt,f
1.0,2,1.0,1.0,1,3,0,1,$120.00,52.3852837153,4.8732191526,Entire home/apt,t
2.0,2,1.0,1.0,1,2,6,2,$75.00,52.3854669187,4.8662295568000005,Private room,f
1.0,2,1.0,1.0,1,2,4,1,$115.00,52.3847681823,4.8755856568,Entire home/apt,f
1.0,2,1.0,1.0,1,1,3,1,$85.00,52.3838772388,4.8803151707,Entire home/apt,f
4.0,4,1.5,2.0,1,1,100,2,$169.00,52.3763926958,4.8763497857,Private room,t
1.0,2,1.0,0.0,1,3,9,1,$80.00,52.3837110715,4.8710159579,Entire home/apt,f
1.0,3,1.0,1.0,1,3,6,1,$75.00,52.3907137684,4.8763095637,Entire home/apt,f
1.0,2,1.0,1.0,1,5,13,1,$74.00,52.3820545457,4.8713298956,Entire home/apt,f
28.0,2,1.0,1.0,1,2,2,28,$79.00,52.3759450903,4.8742783096,Entire home/apt,t
1.0,2,1.0,1.0,1,1,1,1,$65.00,52.3882533496,4.878860429,Private room,f
1.0,2,1.0,1.0,1,2,1,1,$120.00,52.3756039245,4.873066352,Entire home/apt,f
1.0,3,1.5,1.0,2,2,16,1,$100.00,52.3929973987,4.8899818167,Entire home/apt,f
1.0,4,1.0,2.0,1,5,7,1,$140.00,52.387985088,4.8798751751000005,Entire home/apt,f
1.0,3,1.0,2.0,2,3,1,1,$99.00,52.388604781,4.88731832,Entire home/apt,f
1.0,2,1.0,1.0,2,3,9,1,$70.00,52.383626903,4.8709550755,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$70.00,52.3812584261,4.8701553884,Entire home/apt,t
1.0,2,1.0,1.0,1,3,5,1,$84.00,52.390460145,4.8758634186,Entire home/apt,f
1.0,2,1.0,0.0,1,2,19,1,$95.00,52.3828095766,4.8747507948,Entire home/apt,t
1.0,4,1.0,1.0,1,1,0,1,$150.00,52.3902474358,4.884711505,Shared room,f
1.0,2,1.0,1.0,1,3,11,1,$95.00,52.3828811443,4.8729698971,Entire home/apt,f
1.0,2,1.0,1.0,1,3,14,1,$125.00,52.382587307,4.874046604,Entire home/apt,f
1.0,2,1.0,1.0,1,1,7,1,$95.00,52.3896803696,4.8776254053,Entire home/apt,f
1.0,4,1.0,2.0,2,3,95,1,$300.00,52.3835571131,4.8773006070000005,Entire home/apt,t
1.0,4,1.0,3.0,1,4,1,1,$160.00,52.3841484585,4.8701413244000005,Entire home/apt,f
1.0,3,1.5,1.0,2,1,39,1,$150.00,52.3734980314,4.8733519267,Entire home/apt,f
6.0,3,1.0,2.0,3,3,0,6,$173.00,52.37482859,4.8712877852,Private room,t
1.0,2,1.0,1.0,1,3,12,1,$72.00,52.3848602124,4.8711997968,Entire home/apt,f
1.0,2,1.0,1.0,1,3,63,1,$80.00,52.3777030526,4.8756040104,Entire home/apt,f
1.0,2,1.0,0.0,1,3,1,1,$60.00,52.3827753362,4.8718626745,Entire home/apt,f
1.0,2,1.0,1.0,1,2,10,1,$126.00,52.3763049022,4.8764332128,Entire home/apt,f
2.0,2,1.5,1.0,1,1,0,2,$90.00,52.3885734533,4.8802832258,Private room,f
3.0,4,1.5,1.0,1,3,45,3,$109.00,52.375199693,4.8743226082,Entire home/apt,f
1.0,4,1.0,2.0,1,2,0,1,$99.00,52.373739316,4.8685929127000005,Entire home/apt,t
2.0,2,1.0,0.0,1,3,14,2,$87.00,52.3841272387,4.8790248083000005,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$80.00,52.3851364478,4.8718482614,Entire home/apt,f
1.0,2,1.0,1.0,2,4,3,1,$90.00,52.3927093039,4.8731600432,Entire home/apt,f
7.0,2,0.5,1.0,1,3,1,7,$79.00,52.3775026023,4.8735837909,Private room,f
7.0,2,0.5,1.0,1,3,7,7,$79.00,52.377567207,4.8752477337,Private room,f
1.0,2,1.0,0.0,1,3,0,1,$180.00,52.3770511901,4.8721015919,Entire home/apt,t
1.0,2,1.0,1.0,1,2,7,1,$99.00,52.3833732672,4.8720686579,Entire home/apt,f
1.0,2,1.0,1.0,1,2,2,1,$125.00,52.3792132772,4.8702540122,Entire home/apt,f
1.0,2,1.0,1.0,2,2,17,1,$130.00,52.3733375025,4.8709360045,Entire home/apt,f
1.0,2,1.0,1.0,1,3,0,1,$110.00,52.3814509719,4.8680796173,Entire home/apt,t
3.0,2,1.0,1.0,1,1,2,1,$200.00,52.3751806003,4.8731387803,Entire home/apt,f
7.0,2,1.0,1.0,1,3,2,7,$150.00,52.3839515459,4.8707421093,Entire home/apt,t
1.0,6,1.0,3.0,2,2,15,1,$99.00,52.3899380593,4.8900047257,Entire home/apt,f
1.0,3,1.0,1.0,2,2,12,1,$133.00,52.3854029623,4.873440153,Entire home/apt,f
1.0,3,1.0,1.0,3,3,48,1,$105.00,52.3806753907,4.8694742968,Entire home/apt,f
1.0,2,1.0,1.0,2,2,2,1,$150.00,52.3871908637,4.8833871566,Entire home/apt,f
1.0,2,1.0,1.0,2,3,35,1,$119.00,52.373211445,4.8733758031,Entire home/apt,f
11.0,2,1.0,1.0,1,2,72,9,$95.00,52.3772349381,4.871828967,Private room,t
1.0,4,1.0,1.0,1,2,6,1,$200.00,52.3854507606,4.8788688277,Entire home/apt,f
1.0,4,1.0,2.0,1,2,19,1,$210.00,52.3905123624,4.8912950607,Entire home/apt,f
1.0,2,1.0,1.0,1,3,11,1,$85.00,52.3850789015,4.8694226514,Entire home/apt,f
2.0,2,1.0,1.0,2,2,2,2,$82.00,52.3731763738,4.8716500783,Private room,f
1.0,2,1.0,1.0,1,1,6,1,$100.00,52.3832709918,4.8712321846,Entire home/apt,f
1.0,4,1.0,2.0,1,2,18,1,$98.00,52.3756883184,4.8750517224,Entire home/apt,f
1.0,4,1.0,1.0,1,2,13,1,$175.00,52.3756670455,4.8693308581,Entire home/apt,f
3.0,2,1.0,1.0,1,3,4,1,$96.00,52.3852453988,4.8818539568,Private room,f
1.0,2,1.0,1.0,1,3,18,1,$149.00,52.3784719425,4.8762849968,Entire home/apt,f
1.0,4,1.0,2.0,1,2,6,1,$179.00,52.3878016892,4.882395633,Entire home/apt,f
1.0,3,1.0,1.0,2,3,38,1,$129.00,52.3773111515,4.8745914884,Entire home/apt,f
1.0,2,1.0,0.0,1,7,2,1,$65.00,52.3909830687,4.8772722242,Entire home/apt,f
1.0,2,1.5,1.0,1,2,6,1,$89.00,52.3874087798,4.8817094085,Entire home/apt,f
1.0,1,1.0,2.0,1,1,0,1,$60.00,52.3802646163,4.8724901486,Private room,f
1.0,2,1.0,1.0,1,3,0,1,$110.00,52.3795226652,4.8757163731,Entire home/apt,f
4.0,2,1.0,1.0,1,1,0,4,$89.00,52.376367035,4.8752183837,Private room,f
1.0,4,1.5,2.0,1,2,3,1,$109.00,52.3736584762,4.867522373,Entire home/apt,f
1.0,4,1.5,2.0,1,5,5,1,$94.00,52.3758189792,4.8708124384,Entire home/apt,f
4.0,2,1.0,1.0,1,1,1,4,$79.00,52.3761590009,4.8736376533,Private room,f
1.0,2,1.0,1.0,2,1,39,1,$116.00,52.3910473235,4.8827036795000005,Entire home/apt,f
1.0,2,1.0,1.0,2,2,51,1,$125.00,52.3908633162,4.8837387334999995,Entire home/apt,f
4.0,4,1.5,2.0,1,1,0,2,$169.00,52.3762979286,4.8758046949,Entire home/apt,t
1.0,2,1.0,1.0,1,3,20,1,$99.00,52.3748052079,4.8694426822,Entire home/apt,f
8.0,2,4.0,1.0,1,3,2,8,$75.00,52.3917321855,4.8820229904,Private room,f
1.0,4,1.0,3.0,4,7,2,1,$200.00,52.3917164382,4.8768385963,Entire home/apt,f
1.0,2,1.0,1.0,2,2,3,1,$90.00,52.3850688953,4.8607419785,Private room,f
2.0,2,1.0,1.0,2,1,68,2,$54.00,52.3799196912,4.8782415442,Private room,f
1.0,3,1.0,2.0,1,3,14,1,$119.00,52.3816884197,4.8746576388000005,Entire home/apt,f
1.0,2,1.5,1.0,1,7,0,1,$150.00,52.3841118576,4.8748044725,Entire home/apt,f
1.0,3,1.0,1.0,2,2,5,1,$175.00,52.3750926742,4.8723760485,Entire home/apt,f
1.0,3,1.0,1.0,2,2,19,1,$80.00,52.3917747725,4.8760928454,Entire home/apt,f
2.0,2,1.0,0.0,1,3,77,2,$85.00,52.3730957824,4.8706869431,Private room,f
1.0,4,2.0,2.0,3,5,7,1,$109.00,52.3733799249,4.8738690978,Entire home/apt,f
1.0,2,1.0,0.0,1,5,15,1,$115.00,52.3824647563,4.8745167086,Entire home/apt,f
1.0,2,1.0,1.0,1,3,4,1,$108.00,52.3729136104,4.8721162885,Entire home/apt,f
1.0,4,1.0,2.0,1,2,4,1,$110.00,52.3741168991,4.8736584775,Entire home/apt,f
1.0,2,1.5,1.0,2,2,11,1,$115.00,52.3925720113,4.8766175391,Entire home/apt,f
47.0,4,1.5,2.0,1,2,13,45,$139.00,52.3844030483,4.8800341625,Entire home/apt,t
1.0,2,1.0,1.0,1,2,37,1,$129.00,52.3898764065,4.8873856712,Entire home/apt,t
1.0,2,1.0,1.0,1,7,3,1,$84.00,52.3792252398,4.8740560447,Entire home/apt,f
1.0,2,1.0,0.0,1,2,1,1,$75.00,52.3785159718,4.8715051868,Entire home/apt,t
1.0,2,1.0,1.0,1,2,5,1,$108.00,52.3846583413,4.8774635906,Entire home/apt,f
1.0,2,1.0,1.0,1,3,45,1,$125.00,52.3731294627,4.8716378729,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$150.00,52.3844152243,4.8798361647,Entire home/apt,f
1.0,2,1.0,1.0,1,3,2,1,$110.00,52.3796786572,4.8742649875,Entire home/apt,f
2.0,2,1.0,1.0,2,1,2,1,$125.00,52.379520174,4.8693596153000005,Entire home/apt,t
29.0,2,1.0,1.0,1,3,7,28,$99.00,52.3813124737,4.8788553929,Entire home/apt,f
1.0,4,1.0,2.0,1,5,37,1,$145.00,52.3844443433,4.87148419,Entire home/apt,f
1.0,4,1.0,2.0,4,2,14,1,$200.00,52.3883164775,4.8791423307,Entire home/apt,f
1.0,2,1.0,1.0,1,2,4,1,$68.00,52.3721384726,4.8681572476,Private room,f
1.0,2,1.5,1.0,1,4,13,1,$240.00,52.3758942817,4.8750706591,Entire home/apt,f
2.0,2,1.0,1.0,1,2,1,2,$100.00,52.3752465049,4.8740666446,Private room,t
1.0,2,1.0,1.0,1,1,149,1,$68.00,52.3839225909,4.8757181011,Private room,t
1.0,4,1.0,3.0,1,2,16,1,$149.00,52.3833052126,4.8799133465,Entire home/apt,f
1.0,4,1.0,1.0,1,3,18,1,$110.00,52.3760692879,4.8734830693,Entire home/apt,f
1.0,2,1.0,1.0,1,4,8,1,$125.00,52.390202463,4.8861788986,Entire home/apt,f
1.0,2,1.0,1.0,1,2,27,1,$110.00,52.3751025028,4.8741905198,Entire home/apt,f
1.0,4,1.5,2.0,2,2,13,1,$125.00,52.3919631084,4.8868166507,Entire home/apt,f
1.0,2,1.0,1.0,1,3,4,1,$80.00,52.3844531242,4.8721609571,Entire home/apt,f
3.0,3,1.0,2.0,2,1,128,3,$109.00,52.3793293603,4.869655708,Private room,t
1.0,2,1.0,1.0,1,3,4,1,$86.00,52.3816367112,4.86948449,Entire home/apt,t
1.0,2,1.0,1.0,1,3,1,1,$100.00,52.382063856,4.8718034408,Entire home/apt,f
1.0,4,2.0,2.0,2,2,2,1,$199.00,52.3732124385,4.8723759725,Entire home/apt,f
1.0,2,1.0,1.0,1,6,37,1,$75.00,52.3764261362,4.8718615801,Private room,t
1.0,5,1.0,2.0,4,5,9,1,$159.00,52.3873413317,4.8827570346,Entire home/apt,f
3.0,3,1.0,1.0,2,2,2,2,$110.00,52.3769556061,4.8701206572,Private room,f
2.0,2,1.0,0.0,1,3,44,1,$84.00,52.3879027191,4.87940516,Entire home/apt,f
3.0,2,1.0,1.0,1,1,2,3,$150.00,52.3922293049,4.8688323829,Entire home/apt,f
1.0,1,2.0,1.0,1,1,0,1,$49.00,52.3795752432,4.8750622913,Private room,f
1.0,2,1.0,1.0,1,3,12,1,$119.00,52.3777621423,4.8733105552,Entire home/apt,f
1.0,3,1.0,1.0,2,3,39,1,$89.00,52.3812941033,4.8723960325,Entire home/apt,f
16.0,4,1.5,2.0,2,3,4,14,$105.00,52.3764073559,4.8752266717,Entire home/apt,t
1.0,3,1.0,1.0,1,1,46,1,$109.00,52.3791580448,4.8705609191,Entire home/apt,f
1.0,2,1.0,1.0,2,3,8,1,$90.00,52.3822288744,4.8730523426,Entire home/apt,f
1.0,2,1.0,1.0,1,2,50,1,$79.00,52.3788812143,4.8774245056000005,Private room,f
1.0,4,1.0,1.0,2,2,3,1,$100.00,52.3889757759,4.8904320783,Private room,t
2.0,2,1.0,1.0,1,2,154,2,$66.00,52.3835259769,4.88068878,Private room,f
1.0,2,1.0,1.0,1,2,65,1,$98.00,52.3816754891,4.8713978010000005,Entire home/apt,t
1.0,2,1.0,1.0,1,2,109,1,$49.00,52.3885640084,4.8793084164,Private room,f
1.0,2,1.0,1.0,1,2,0,1,$90.00,52.3766294956,4.8714598943,Entire home/apt,f
1.0,2,1.0,1.0,1,4,0,1,$70.00,52.3791299142,4.8744921042,Private room,f
1.0,2,1.0,1.0,2,2,13,1,$112.00,52.3808764699,4.8727669211,Entire home/apt,t
2.0,4,1.0,2.0,2,1,28,2,$149.00,52.390041428,4.8906361982,Entire home/apt,f
1.0,2,1.0,1.0,2,4,18,1,$60.00,52.3848763095,4.8728008766,Entire home/apt,f
1.0,2,1.0,1.0,1,4,0,1,$225.00,52.3881441843,4.8831612745,Entire home/apt,f
1.0,4,1.0,2.0,4,1,14,1,$245.00,52.3897200573,4.8871254283,Entire home/apt,f
4.0,2,1.0,1.0,1,1,1,4,$79.00,52.3778549477,4.8724692367,Private room,f
2.0,2,1.0,1.0,1,1,13,2,$90.00,52.3896433685,4.8901599899,Private room,f
36.0,4,1.5,3.0,2,2,4,28,$159.00,52.381703153,4.8719241258,Entire home/apt,f
1.0,3,1.0,1.0,2,5,40,1,$99.00,52.3835126604,4.8757307631,Entire home/apt,f
1.0,4,2.0,2.0,2,2,84,1,$130.00,52.3852402312,4.8739880091,Entire home/apt,f
1.0,2,1.0,1.0,1,2,0,1,$100.00,52.3842631301,4.8780854768,Entire home/apt,f
1.0,5,1.5,2.0,1,2,14,1,$160.00,52.3729450515,4.8715744791,Entire home/apt,f
1.0,2,1.0,1.0,2,2,14,1,$110.00,52.3844565636,4.8739078944,Entire home/apt,f
1.0,4,1.0,2.0,4,1,51,1,$345.00,52.3792128378,4.8757967537999995,Entire home/apt,f
2.0,4,1.0,3.0,3,4,2,2,$125.00,52.3797455212,4.8744626234,Entire home/apt,f
1.0,4,1.5,1.0,2,2,13,1,$129.00,52.3833369926,4.8800855872,Entire home/apt,t
1.0,2,1.0,1.0,1,3,45,1,$100.00,52.3839947731,4.8712589831,Entire home/apt,f
1.0,2,1.0,1.0,1,2,13,1,$95.00,52.3839413004,4.8719692585,Entire home/apt,f
16.0,2,1.0,1.0,1,3,34,14,$135.00,52.3747483384,4.8739117773,Entire home/apt,t
7.0,2,1.0,1.0,1,3,11,7,$99.00,52.3773934787,4.8747562691,Private room,f
9.0,2,1.0,1.0,1,3,1,9,$120.00,52.3906310615,4.8754835408,Entire home/apt,f
1.0,2,1.0,1.0,2,2,22,1,$119.00,52.3854115508,4.8717797521,Entire home/apt,f
1.0,2,1.0,1.0,2,2,32,1,$120.00,52.3757782394,4.8737119731,Entire home/apt,f
1.0,2,1.0,1.0,1,4,0,1,$100.00,52.3842733817,4.8727681796999995,Entire home/apt,f
1.0,2,1.0,1.0,1,2,17,1,$109.00,52.3751123625,4.8747832727,Entire home/apt,f
1.0,4,1.0,1.0,2,8,9,1,$110.00,52.3799246383,4.8749491605,Entire home/apt,f
1.0,4,1.0,2.0,2,2,2,1,$280.00,52.3888544306,4.8843136,Entire home/apt,f
1.0,8,2.0,4.0,4,2,65,1,$240.00,52.3772170335,4.8730179001,Entire home/apt,t
1.0,2,1.0,0.0,1,10,3,1,$89.00,52.3837436663,4.8705730309,Entire home/apt,f
1.0,2,1.0,1.0,1,4,5,1,$110.00,52.3872891,4.8808351622,Entire home/apt,f
106.0,2,1.0,1.0,1,2,3,50,$120.00,52.3828632011,4.8730698186,Entire home/apt,f
1.0,2,1.0,1.0,1,2,5,1,$99.00,52.3890638634,4.8762759935,Entire home/apt,f
1.0,3,1.0,1.0,2,2,38,1,$135.00,52.3845547208,4.8761611805000005,Entire home/apt,f
1.0,2,1.0,1.0,1,6,11,1,$135.00,52.373342299,4.870721369,Entire home/apt,f
1.0,4,2.0,2.0,3,3,9,1,$139.00,52.3758705499,4.8746428743,Entire home/apt,f
1.0,2,1.0,1.0,2,2,12,1,$125.00,52.3816567209,4.8684651033,Entire home/apt,f
1.0,4,1.5,3.0,1,1,14,1,$200.00,52.391026877,4.8809012507,Entire home/apt,f
32.0,2,1.0,1.0,1,2,0,29,$79.00,52.391282435,4.876276142,Entire home/apt,t
1.0,4,1.0,2.0,1,2,0,1,$200.00,52.3798087989,4.8783905382,Entire home/apt,f
1.0,4,1.0,2.0,2,3,2,1,$110.00,52.3911722129,4.8913816863,Entire home/apt,f
1.0,2,1.0,1.0,1,2,7,1,$95.00,52.3830125087,4.876294374,Entire home/apt,f
1.0,2,1.0,1.0,1,3,8,1,$80.00,52.3761207568,4.8760921994,Entire home/apt,f
2.0,4,1.0,0.0,2,7,98,1,$150.00,52.3787066453,4.8709913927,Entire home/apt,f
1.0,2,1.0,1.0,1,2,25,1,$125.00,52.389294786,4.8857032942,Entire home/apt,f
1.0,2,1.0,1.0,1,2,1,1,$90.00,52.3821874274,4.8685054325,Entire home/apt,f
1.0,2,1.0,1.0,1,1,25,1,$85.00,52.3779368163,4.8724402439,Private room,f
1.0,2,1.0,1.0,1,2,5,1,$130.00,52.3792536701,4.8744250909,Entire home/apt,f
1.0,3,1.0,2.0,1,2,29,1,$160.00,52.3846500531,4.8782650677,Entire home/apt,f
4.0,16,1.0,1.0,1,2,1,4,$40.00,52.3919672481,4.8829898438,Private room,f
1.0,2,1.0,1.0,1,2,7,1,$84.00,52.3812789918,4.8683538073,Entire home/apt,f
29.0,4,1.5,3.0,1,2,9,28,$159.00,52.3854225004,4.8675058158999995,Entire home/apt,f
1.0,2,1.0,1.0,1,4,6,1,$125.00,52.3887269432,4.8763521635,Entire home/apt,f
1.0,2,1.0,1.0,1,3,2,1,$175.00,52.388933273,4.8814699391000005,Entire home/apt,t
1.0,2,1.0,0.0,1,3,9,1,$42.00,52.3911981584,4.8876500286,Entire home/apt,f
43.0,4,1.0,1.0,1,3,43,38,$99.00,52.380731448,4.8697382081,Entire home/apt,f
1.0,2,1.0,1.0,1,4,6,1,$110.00,52.3739317907,4.8737842811,Entire home/apt,f
1.0,2,1.0,1.0,1,3,7,1,$100.00,52.3852971797,4.8710584229,Entire home/apt,f
1.0,4,1.0,0.0,2,2,96,1,$100.00,52.3849306067,4.8618843201,Entire home/apt,f
1.0,2,0.0,1.0,2,2,0,1,$62.00,52.3886584814,4.8831356366000005,Private room,t
1.0,2,1.0,1.0,2,3,10,1,$115.00,52.38459813,4.8795397816,Entire home/apt,f
1.0,4,1.0,2.0,1,14,0,1,$96.00,52.3924527718,4.8760119257,Entire home/apt,f
1.0,2,1.0,0.0,2,3,4,1,$109.00,52.3796923621,4.8775957923,Entire home/apt,f
1.0,4,1.5,2.0,2,2,3,1,$139.00,52.3823600038,4.8695141517,Entire home/apt,f
1.0,2,1.0,1.0,1,5,23,1,$89.00,52.3833958125,4.8737584831,Entire home/apt,f
7.0,2,0.5,1.0,1,3,0,7,$89.00,52.3773069331,4.8735607912,Private room,f
1.0,2,1.0,1.0,1,2,8,1,$72.00,52.3821692898,4.8720074482,Private room,f
1.0,2,1.0,1.0,1,2,27,1,$85.00,52.3890743331,4.8808366218,Entire home/apt,f
1.0,2,1.0,1.0,1,1,21,1,$61.00,52.3903978541,4.8823885353000005,Private room,f
1.0,4,1.0,0.0,2,1,7,1,$96.00,52.3903458865,4.88783381,Entire home/apt,f
1.0,2,1.0,1.0,1,1,3,1,$60.00,52.3850894233,4.8758139739,Private room,f
1.0,4,1.5,1.0,2,4,3,1,$89.00,52.38488249,4.8759152282,Entire home/apt,f
1.0,2,1.0,0.0,2,2,18,1,$95.00,52.3835349451,4.8709883562,Entire home/apt,t
1.0,2,1.0,0.0,2,1,1,1,$145.00,52.3764366768,4.8751639860000004,Entire home/apt,f
1.0,2,1.0,0.0,1,4,4,1,$89.00,52.3885871794,4.8806648524,Entire home/apt,f
1.0,3,1.0,2.0,2,4,15,1,$140.00,52.3750817386,4.8709866173,Entire home/apt,f
4.0,2,1.0,1.0,2,3,15,4,$85.00,52.3750903536,4.8697185771000004,Entire home/apt,f
1.0,3,1.0,1.0,1,1,16,1,$110.00,52.3740193052,4.873959163,Entire home/apt,f
4.0,4,1.0,1.0,2,1,4,4,$130.00,52.3797203832,4.8750901863,Entire home/apt,f
1.0,2,1.0,1.0,1,2,25,1,$100.00,52.3837993997,4.8731549137,Entire home/apt,f
1.0,4,1.0,1.0,2,2,1,1,$86.00,52.3895089527,4.8815721453,Entire home/apt,f
1.0,2,1.0,1.0,1,2,9,1,$105.00,52.388789668,4.8775358493,Entire home/apt,f
1.0,4,1.5,2.0,1,2,0,1,$150.00,52.3855260979,4.8807860272,Entire home/apt,t
1.0,2,1.0,1.0,1,2,9,1,$110.00,52.3844199195,4.8769707687,Entire home/apt,f
1.0,2,1.5,1.0,1,1,29,1,$119.00,52.3891353698,4.8859425474,Entire home/apt,f
1.0,6,1.5,3.0,1,2,1,1,$221.00,52.3910599909,4.8911828306,Entire home/apt,f
1.0,2,1.0,1.0,1,4,7,1,$130.00,52.3804959874,4.8716575452,Entire home/apt,f
